Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
How can I check if I'm getting all my email?	If you haven’t received any emails, first please double check your spam folder.\n\nIf you have previously unsubscribed to any university emails and would like to re subscribe, send your name and student ID number to the email address below.\n\nIf you are still not receiving emails, please contact the student communications team at [studentcommunications@contacts.bham.ac.uk](mailto:studentcommunications@contacts.bham.ac.uk) with your name and student ID number so we can look into this for you. You can also view a copy of the previous student emails [here](https://intranet.birmingham.ac.uk/student/coronavirus/Covid-19-all-student-email.aspx).	University-of-Birmingham.tsv		[]	false	[]	154
Will I be entitled to a refund or compensation as a result of changes due to COVID-19?	Our response to the current crisis, and circumstances that are outside of our control, has been to prioritise the wellbeing and progression for all students. In advance of the University campus entering restricted operations we had plans in place to move quickly to provide online teaching and learning content so that students can continue their studies.  Our staff are continuing to work remotely in support of students and are continuing to set and mark assessments so that students can complete the academic year.  While physical spaces, including the Library, are unavailable, students can continue to access our significant online content and collections.  Many of our other services, where we can, continue to be available online.\n\nIt is different, and it is not what we expected to deliver for the remainder of the academic year.  However, and similar to other Universities in the UK and around the world, we are committed to ensuring that students continue to receive tuition and support online.\n\nIn these extraordinary circumstances, and having considered this carefully, the University is not anticipating offering any tuition fee refund, or general financial compensation related to this global event.  However, and in line with our standard procedures, any student who wishes to raise a concern or formal complaint can do so.  Details of the complaints procedure, for students, are available here:   [https://intranet.birmingham.ac.uk/as/registry/policy/complaint-appeal/complaints/index.aspx](https://intranet.birmingham.ac.uk/as/registry/policy/complaint-appeal/complaints/index.aspx)	University-of-Birmingham.tsv		[]	false	[]	155
Is there a refund because of coronavirus?	Our response to the current crisis, and circumstances that are outside of our control, has been to prioritise the wellbeing and progression for all students. In advance of the University campus entering restricted operations we had plans in place to move quickly to provide online teaching and learning content so that students can continue their studies.  Our staff are continuing to work remotely in support of students and are continuing to set and mark assessments so that students can complete the academic year.  While physical spaces, including the Library, are unavailable, students can continue to access our significant online content and collections.  Many of our other services, where we can, continue to be available online.\n\nIt is different, and it is not what we expected to deliver for the remainder of the academic year.  However, and similar to other Universities in the UK and around the world, we are committed to ensuring that students continue to receive tuition and support online.\n\nIn these extraordinary circumstances, and having considered this carefully, the University is not anticipating offering any tuition fee refund, or general financial compensation related to this global event.  However, and in line with our standard procedures, any student who wishes to raise a concern or formal complaint can do so.  Details of the complaints procedure, for students, are available here:   [https://intranet.birmingham.ac.uk/as/registry/policy/complaint-appeal/complaints/index.aspx](https://intranet.birmingham.ac.uk/as/registry/policy/complaint-appeal/complaints/index.aspx)	University-of-Birmingham.tsv		[]	false	[]	155
What is happening with exams?	There are significant changes to assessments for the summer exam period. Arrangements vary for Postgraduate Taught (PGT) students, final year Undergraduate students, and students due to continue their studies next year. Please visit the [your studies](https://intranet.birmingham.ac.uk/student/coronavirus/your-studies.aspx) page for more information.	University-of-Birmingham.tsv		[]	false	[]	156
Who can I talk to about what is happening?	We understand that there will be many questions and that students will be facing a range of circumstances at this time. However, please avoid contacting staff with individual requests so that they can continue to work to get information to all students as quickly as possible. We ask for your patience as we continue to work through the detail and will continue to provide you with further information as soon as we are sure that it is correct.	University-of-Birmingham.tsv		[]	false	[]	157
Is there someone I can talk to about coronavirus?	We understand that there will be many questions and that students will be facing a range of circumstances at this time. However, please avoid contacting staff with individual requests so that they can continue to work to get information to all students as quickly as possible. We ask for your patience as we continue to work through the detail and will continue to provide you with further information as soon as we are sure that it is correct.	University-of-Birmingham.tsv		[]	false	[]	157
Is there someone I can telk to about COVID-19?	We understand that there will be many questions and that students will be facing a range of circumstances at this time. However, please avoid contacting staff with individual requests so that they can continue to work to get information to all students as quickly as possible. We ask for your patience as we continue to work through the detail and will continue to provide you with further information as soon as we are sure that it is correct.	University-of-Birmingham.tsv		[]	false	[]	157
Can I still apply for an extension or Extenuating Circumstances?	We would encourage all students to complete any outstanding assignments, dissertations and course work where you can, including any alternative assessments you may be set to complete your award or progress to the next level of your programme. However, we do understand that the disruption to studying, caused by the pandemic, will undoubtedly cause difficulties for many individuals.  Students can continue to seek short deadline extensions and make claims for Extenuating Circumstances in the normal way through your School or College process.  We will take a flexible and supportive approach to these decisions and we do not expect that students will have to provide the normal level of evidence for these – meaning that we do not require you to submit evidence, for example medical evidence or Doctors letters.  We understand that students may have additional caring responsibilities or other circumstances for which you may not be able to provide evidence and we will recognise this on a case by case basis.  [Further information about the Extenuating Circumstances process is available here](https://intranet.birmingham.ac.uk/as/registry/policy/extcircs/index.aspx).	University-of-Birmingham.tsv		[]	false	[]	158
I am a final year undergraduate student, what does this mean for me?	We will graduate as many final year undergraduate students as possible without the need for you to do any exams this summer. Please visit the [your studies](/student/coronavirus/your-studies.aspx#ugfinal "Your studies") page for more information.\n\nIf you are a final year student and you have not received a communication from your School about your options and required activity to complete your final year you can contact your school/college via the e-mail links below.  Urgent queries for final year students will be prioritised for a response as soon as possible.\n\n**College of Medical and Dental Sciences:**\n\n[mds-reporting@contacts.bham.ac.uk](mailto:mds-reporting@contacts.bham.ac.uk)\n\n **College of Social Sciences:**\n\nBirmingham Business School -  [bbsassessmentsupport@contacts.bham.ac.uk](mailto:bbsassessmentsupport@contacts.bham.ac.uk)\n\nSchool of Education -  [education@contacts.bham.ac.uk](mailto:education@contacts.bham.ac.uk)\n\nSchool of Government -  [gandsugenquiries@contacts.bham.ac.uk](mailto:gandsugenquiries@contacts.bham.ac.uk)\n\nSchool of Social Policy  [headofsocialpolicy@contacts.bham.ac.uk](mailto:headofsocialpolicy@contacts.bham.ac.uk)\n\n **College of Engineering and Physical Sciences **[eps-concerns@contacts.bham.ac.uk](mailto:eps-concerns@contacts.bham.ac.uk)\n\n**College of Arts and Law**\n\n Philosophy, Theology and Religion: [ptr-progression2020@contacts.bham.ac.uk](mailto:ptr-progression2020@contacts.bham.ac.uk) \n\nEnglish, Drama and Creative Studies: [edacsassessment2020@contacts.bham.ac.uk](mailto:edacsassessment2020@contacts.bham.ac.uk)\n\nLanguages, Cultures, Art History and Music: [lcahmcontactgroup@contacts.bham.ac.uk](mailto:lcahmcontactgroup@contacts.bham.ac.uk)\n\n History and Cultures: [shacadmin@contacts.bham.ac.uk](mailto:shacadmin@contacts.bham.ac.uk)\n\n Law: [Lawqueries@contacts.bham.ac.uk](mailto:Lawqueries@contacts.bham.ac.uk)\n\n**College of Life and Environmental Sciences**\n\n Please contact your programme lead.	University-of-Birmingham.tsv		[]	false	[]	159
Is there any special advice for final year students?	We will graduate as many final year undergraduate students as possible without the need for you to do any exams this summer. Please visit the [your studies](/student/coronavirus/your-studies.aspx#ugfinal "Your studies") page for more information.\n\nIf you are a final year student and you have not received a communication from your School about your options and required activity to complete your final year you can contact your school/college via the e-mail links below.  Urgent queries for final year students will be prioritised for a response as soon as possible.\n\n**College of Medical and Dental Sciences:**\n\n[mds-reporting@contacts.bham.ac.uk](mailto:mds-reporting@contacts.bham.ac.uk)\n\n **College of Social Sciences:**\n\nBirmingham Business School -  [bbsassessmentsupport@contacts.bham.ac.uk](mailto:bbsassessmentsupport@contacts.bham.ac.uk)\n\nSchool of Education -  [education@contacts.bham.ac.uk](mailto:education@contacts.bham.ac.uk)\n\nSchool of Government -  [gandsugenquiries@contacts.bham.ac.uk](mailto:gandsugenquiries@contacts.bham.ac.uk)\n\nSchool of Social Policy  [headofsocialpolicy@contacts.bham.ac.uk](mailto:headofsocialpolicy@contacts.bham.ac.uk)\n\n **College of Engineering and Physical Sciences **[eps-concerns@contacts.bham.ac.uk](mailto:eps-concerns@contacts.bham.ac.uk)\n\n**College of Arts and Law**\n\n Philosophy, Theology and Religion: [ptr-progression2020@contacts.bham.ac.uk](mailto:ptr-progression2020@contacts.bham.ac.uk) \n\nEnglish, Drama and Creative Studies: [edacsassessment2020@contacts.bham.ac.uk](mailto:edacsassessment2020@contacts.bham.ac.uk)\n\nLanguages, Cultures, Art History and Music: [lcahmcontactgroup@contacts.bham.ac.uk](mailto:lcahmcontactgroup@contacts.bham.ac.uk)\n\n History and Cultures: [shacadmin@contacts.bham.ac.uk](mailto:shacadmin@contacts.bham.ac.uk)\n\n Law: [Lawqueries@contacts.bham.ac.uk](mailto:Lawqueries@contacts.bham.ac.uk)\n\n**College of Life and Environmental Sciences**\n\n Please contact your programme lead.	University-of-Birmingham.tsv		[]	false	[]	159
I am a postgraduate taught student, what does this mean for me?	Please visit the\n[your studies](/student/coronavirus/your-studies.aspx#pgt "Your studies") page for more information on how we will help you progress and complete your course.	University-of-Birmingham.tsv		[]	false	[]	160
Is there any advice for postgraduate taught students?	Please visit the\n[your studies](/student/coronavirus/your-studies.aspx#pgt "Your studies") page for more information on how we will help you progress and complete your course.	University-of-Birmingham.tsv		[]	false	[]	160
I am an undergraduate student who will be returning to studies next year, what does this mean for me?	We are cancelling all summer exams for non-final year undergraduate students across the University. You do need to complete any outstanding assignments and will be asked to engage with a piece of 'bridging coursework'. Please visit the [your studies](/student/coronavirus/your-studies.aspx#ugnonfinal "Your studies") page for more information.	University-of-Birmingham.tsv		[]	false	[]	161
Where can I find information for postgraduate research students?	The University Graduate School has prepared [information for PGR students and their supervisors](https://intranet.birmingham.ac.uk/as/studentservices/graduateschool/COVID-19-Advice-for-PGR-Students.aspx "COVID-19 Advice for Postgraduate Research (PGRs and supervisors)").	University-of-Birmingham.tsv		[]	false	[]	162
Is there any advice for postgraduate research students?	The University Graduate School has prepared [information for PGR students and their supervisors](https://intranet.birmingham.ac.uk/as/studentservices/graduateschool/COVID-19-Advice-for-PGR-Students.aspx "COVID-19 Advice for Postgraduate Research (PGRs and supervisors)").	University-of-Birmingham.tsv		[]	false	[]	162
Is there any advice for PGR students?	The University Graduate School has prepared [information for PGR students and their supervisors](https://intranet.birmingham.ac.uk/as/studentservices/graduateschool/COVID-19-Advice-for-PGR-Students.aspx "COVID-19 Advice for Postgraduate Research (PGRs and supervisors)").	University-of-Birmingham.tsv		[]	false	[]	162
What is the University's latest advice for University of Birmingham exchange students on overseas placement in 2019/20?	Wherever you are in the world we hope that you are all safe and well.  During this unprecedented period, as the global community responds to tackling the COVID-19 outbreak, our priorities have always been to support your wellbeing, support your studies and provide the most up to date advice. \n\nIn all of our advice to you over the recent months the University has adhered closely to the UK Government advice for travellers and the specific advice for students who are studying or working overseas.   When we wrote to you last on 24th March 2020 our recommendations were provided based on the current advice - **that advice has now changed.**\n\n**SUMMARY: **\n\nThe advice of the UK Government now states:\n\n*   **All UK students and staff currently studying on exchanges (for example, Erasmus+, or terms abroad) or working temporarily overseas are advised to return to the UK now, while commercial routes are still available**\n\n*   **If UK students currently overseas for longer periods, for example those studying full degrees, are considering returning to the UK, they should do so while commercial routes are still available.**\n\n**The University is now strongly recommending that all UK nationals should observe the UK Government advice (updated 25/03) and return to the UK now.**\n\n**Students who are not UK nationals are advised to follow the recommendations of their home country Government, observing any travel restrictions and advice.**\n\n **Why has the University advice changed?**\n\nLate on 25th March 2020 the detailed guidance for UK students already studying or working overseas was revised by the UK Government.  \n\n**[The full advice is available from this link and we recommend that you read this carefully.](https://www.gov.uk/government/publications/coronavirus-covid-19-travel-advice-for-educational-settings/coronavirus-travel-guidance-for-educational-settings)**\n\nWhat this means is that our advice to you must also change, in line with the UK Government advice for UK nationals, and the advice from our travel insurance providers UMAL.\n\nWe recognise that this will be disappointing but would like to reassure you that we will make all best endeavours for you to be able to progress on your course normally, including the option to continue studying with your host institution via distance learning.\n\n **What you should do now.**\n\n**If you are a UK National we recommend that you follow the UK Government advice and make immediate travel plans to return to the UK.**\n\n**Advice from the Foreign and Commonwealth Office (FCO)**\n\n*   International travel is becoming very limited as air routes cease, land borders close and new restrictions are put in place that prevent flights from leaving.\n\n*   If you are considering returning to the UK, you should contact your airline or travel company now, and keep up-to-date with FCO[travel advice](https://www.gov.uk/foreign-travel-advice).\n\n*   FCO teams around the world are working urgently to ensure that governments have sensible plans to enable the return of British and other travellers, and, crucially, to keep borders open for a sufficient period of time to enable returns to take place on commercial routes, wherever possible. FCO is also working with airlines to ensure as many people as possible can get commercial flights home.\n\n*   UK travellers abroad should keep up to date with travel advice for the country/territory they are in.\n\n*   FCO has published [advice](https://www.gov.uk/guidance/travel-advice-novel-coronavirus#if-youre-abroad-and-you-want-to-return-to-the-uk) for British nationals who do not have immediate departure options available to them.\n\n*   FCO is working with airlines to keep routes open and is calling for international action to keep routes open to enable British people to return home on commercial flights. We are also working around the clock to support those British travellers who are experiencing difficulties coming back to the UK.\n\n*   If you intend to return to the UK, you should use appropriate methods of travel. You need to take account of the fast-moving situation and plan accordingly, including the fact there are currently fewer commercial routes available.\n\n*   You should continue to monitor the [travel advice](https://www.gov.uk/foreign-travel-advice) issued by the FCO and comply with any coronavirus (COVID-19) control measures put in place by your host nation.\n\n**Advice from the University:**\n\nIf you are leaving your host country / host institution you should let them know.  Your host institution may already have supportive arrangements in place for you to leave.\n\nIf you are leaving your host country / host institution **please let us know. ** You can contact us for advice and information via:  **[coronavirusupdates@contacts.bham.ac.uk](mailto:coronavirusupdates@contacts.bham.ac.uk)**\n\nYour host institution may already have arrangements in place for you to continue your studies with at a distance.  Where this is possible, this is the best option.\n\nWhere you cannot complete your semester/year abroad, we will make further arrangements to support your academic progression upon your return to the UK.  This may require individual advice for your specific programme and we will provide further updates as soon as possible.\n\n**What if I cannot leave my host country due to travel restrictions? / I do not want to return to the UK?**\n\n**Advice from the Foreign and Commonwealth Office (FCO)**\n\n*   Travellers currently overseas should be prepared for border closures or lockdown measures being introduced at short notice.\n\n*   If you are abroad, you must follow the advice of local authorities and also follow the latest FCO [travel advice](https://www.gov.uk/guidance/travel-advice-novel-coronavirus). You must be ready to comply with local isolation, testing or quarantine requirements, and will need to rely on the local health system. You should contact your airline, tour operator and travel insurer to find out what support they can offer.\n\n If you are abroad, you must follow the advice of local authorities and also follow the latest FCO [travel advice](https://www.gov.uk/guidance/travel-advice-novel-coronavirus). You must be ready to comply with local isolation, testing or quarantine requirements, and will need to rely on the local health system.\n\n You can subscribe to FCO email alerts for the country/territory you are in via the ‘Get email alerts’ link on each [travel advice](https://www.gov.uk/foreign-travel-advice) page. You should also consult the latest PHE [Public Health matters guidance](https://publichealthmatters.blog.gov.uk/category/coronavirus-covid-19/).\n\n If you are a UK national who needs emergency help from the UK government while overseas as the country you are in will not allow you to travel back to the UK, or there are no commercial travel options available, you can contact the [nearest British embassy, consulate or high commission](https://www.gov.uk/government/world/embassies) or the [FCO in London](https://www.gov.uk/government/organisations/foreign-commonwealth-office) on 0207 008 1500 for help or advice 24/7.\n\n Before you travel, read the [latest health advice](https://www.nhs.uk/conditions/coronavirus-covid-19/) and follow [guidance for travellers](https://travelhealthpro.org.uk/news/499/novel-coronavirus-covid-19-general-advice-for-travellers) to reduce your risk of exposure to coronavirus (COVID-19).\n\n Read [guidance on what you can do if you need financial help](https://www.gov.uk/government/publications/financial-assistance-abroad) and [who you can contact for support when abroad](https://www.gov.uk/government/publications/support-for-british-nationals-abroad-a-guide).\n\n**Advice from the University:**\n\n If you cannot leave your host country / host institution, or you choose to remain where you are then you should stay safe by following all local advice and the advice of your host institution. You can continue to engage with your studies where you are.\n\nIf you are not a UK national then you should follow the advice of the Government in your home country as relevant to the circumstances and the country you are in.\n\nWe understand that you may have recently contacted the Study Abroad & Exchange Team with your choice of options based on our last message.  You should now reconsider these options and let us know your plans as soon as possible\n\n**Advice and support from the University’s travel insurance providers, UMAL:**\n\nOur insurance providers have confirmed that:\n\nFor UK nationals our insurance providers will accept claims for curtailment of your studies.  What this means is that if you now wish to return to the UK and you have a pre-booked flight to the UK our insurers will consider claims for any reasonable additional expenses incurred as a result of changing your flight.  Other reasonable claims, for example related to accommodation expenses, will also be considered. \n\nFor all other students – our insurance providers will only consider a claim where your home Government has issued advice that you must now return home and you have a pre-booked flight to your home destination.\n\nFor all students overseas, our insurance providers will not accept claims where there is no pre-booked return flight.  The University is committed to supporting students with any reasonable additional costs that may arise from this situation and where our insurers will not consider the claim.  We can only consider these costs on a case by case basis.\n\nIf you are not a UK national and you remain where you are – our insurance providers will continue to provide cover for your stay if your home Government has not issued advice that you should return to your home country.  You should check the advice from your home Government about whether or not it is safe to remain where you are.\n\nIf you are a UK national and you choose to remain where you are then it is possible that our insurers will withdraw any ongoing cover.   We are waiting for updated advice from UMAL to confirm this position.  If you are actively trying to get back to the UK then your insurance cover will remain in place until you are home safely.  In the event that the University insurance cover is withdrawn you will need to secure your own travel insurance for where you are – this may be difficult in the current circumstances so you should consider this very carefully.  \n\n**Other support that is available:**\n\nOur insurance providers have activated our Global Response Cover which can offer support for students who are having any difficulty returning to their home country on the advice of their home Government:\n\n*“For those travellers who are unable to return home due to the lack of any available flights, we would urge them to contact Global Response to see if any other means of return can be arranged. The UMAL travel cover will continue to operate and will also cover reasonable additional costs of sustenance, travel and accommodation necessarily incurred until the end of the original planned duration of the journey”. * **You can contact the Global Response team – **\n\nTel.+ 44(0)29 2066 2425   (available 24/7/365)\n\nEmail [umal@global-response.co.uk](mailto:umal@global-response.co.uk)\n\nWe would also strongly recommend downloading the Global Risk Management App which is available from:  [https://umal.co.uk/travel/pre-travel-advice](https://umal.co.uk/travel/pre-travel-advice)  and using the website [www.drum-cussac.net/travel-advices/countries](http://www.drum-cussac.net/travel-advices/countries)  for updates - please use your UoB university email to access this.\n\n**Conclusion: **\n\nWe understand that this is a long and complex message – and you should read this carefully and follow the links to the relevant available advice.\n\nWe also appreciate that this will be confusing and concerning and you may have a number of questions.  Wherever you are and whatever you decide we will support you as much as we can – and we are available to respond to your individual queries through the Study Abroad Team.   We are receiving a very high volume of enquiries at the moment and so there may be a brief delay in getting back to you.\n\nYou can contact us via:  **[coronavirusupdates@contacts.bham.ac.uk](mailto:coronavirusupdates@contacts.bham.ac.uk)**\n\nWe are all working hard here in the UK, under very unusual circumstances, to get you the best advice as soon as we can. The situation in the UK and the advice we are receiving is changing very rapidly, often daily.\n\nThe most important thing is to stay safe and well – and to observe all of the local advice to avoid the spread of infection. We recognise that this is lengthy advice, which reflects the various circumstances you may find yourselves in across the globe.  We are here to help and support you, as much as we can, but we are always limited in what we can do from a distance. Supporting you to be safe and continue and complete your studies is our priority so please let us know what you are planning so that we can provide the most effective advice.	University-of-Birmingham.tsv		[]	false	[]	163
