Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Are halls of residence staying open during the coronavirus outbreak?	Please see the [latest government guidance](https://www.gov.uk/government/publications/coronavirus-covid-19-guidance-on-isolation-for-residential-educational-settings/coronavirus-covid-19-guidance-on-isolation-for-residential-educational-settings#university-or-college-halls-of-residence-for-students-aged-18-or-over) on university or college halls of residence, which includes information for students who may be infected with coronavirus.	ofs (2).tsv		[]	false	[]	248
What about international students who cannot return to their home countries or those who do not have family to stay with?	Contact your university or college for guidance about individual circumstances. The UK Council for International Student Affairs (UKCISA) has published some [general information for international students](https://www.ukcisa.org.uk/Information--Advice/Studying--living-in-the-UK/Coronavirus-Covid-19-info-for-international-students).\n\nVisa nationals who cannot return home due to the COVID-19 pandemic will be able to extend their visa.\n\nThe extension will apply to anyone whose leave expired after the 24 January and who cannot leave the country because of travel restrictions or self-isolation. This will last until 31 May but will be kept under regular review in case further extensions are needed.\n\nFor more detailed advice for both prospective and current international students, see the guide on on [Discover Uni](https://discoveruni.gov.uk/corona-covid-19-information/).\n\nAdditional advice for international students in the UK at this time can be found on [Study UK](https://study-uk.britishcouncil.org/moving-uk/coronavirus).	ofs (2).tsv		[]	false	[]	249
I don't have any family in the UK. What should I do?	Contact your university or college for guidance about individual circumstances. The UK Council for International Student Affairs (UKCISA) has published some [general information for international students](https://www.ukcisa.org.uk/Information--Advice/Studying--living-in-the-UK/Coronavirus-Covid-19-info-for-international-students).\n\nVisa nationals who cannot return home due to the COVID-19 pandemic will be able to extend their visa.\n\nThe extension will apply to anyone whose leave expired after the 24 January and who cannot leave the country because of travel restrictions or self-isolation. This will last until 31 May but will be kept under regular review in case further extensions are needed.\n\nFor more detailed advice for both prospective and current international students, see the guide on on [Discover Uni](https://discoveruni.gov.uk/corona-covid-19-information/).\n\nAdditional advice for international students in the UK at this time can be found on [Study UK](https://study-uk.britishcouncil.org/moving-uk/coronavirus).	ofs (2).tsv		[]	false	[]	249
I cannot return to my overseas home. What should I do?	Contact your university or college for guidance about individual circumstances. The UK Council for International Student Affairs (UKCISA) has published some [general information for international students](https://www.ukcisa.org.uk/Information--Advice/Studying--living-in-the-UK/Coronavirus-Covid-19-info-for-international-students).\n\nVisa nationals who cannot return home due to the COVID-19 pandemic will be able to extend their visa.\n\nThe extension will apply to anyone whose leave expired after the 24 January and who cannot leave the country because of travel restrictions or self-isolation. This will last until 31 May but will be kept under regular review in case further extensions are needed.\n\nFor more detailed advice for both prospective and current international students, see the guide on on [Discover Uni](https://discoveruni.gov.uk/corona-covid-19-information/).\n\nAdditional advice for international students in the UK at this time can be found on [Study UK](https://study-uk.britishcouncil.org/moving-uk/coronavirus).	ofs (2).tsv		[]	false	[]	249
What should universities and colleges be doing to help students to continue with courses and assessments?	The OfS have published [guidance for universities and colleges](https://www.officeforstudents.org.uk/publications/guidance-for-providers-about-quality-and-standards-during-coronavirus-pandemic/) about how the OfS will regulate quality and standards during this period of disruption. This states that universities and colleges should make all reasonable efforts:\n\n*   to enable students to complete their studies\n\n*   for achievement to be reliably assessed\n\n*   for qualifications to be awarded securely\n\n*   to enable a fair and robust admissions process for entrants to courses in 2020-21.\n\nUniversities and colleges can decide how best to do this based on the context they are working in but it is important that they consider how all students are affected, particularly those who might not be able to access remote learning for any reason.\n\nIf your university or college makes any changes to your contractual terms and conditions because they are changing the way that they deliver your course or award your qualification, they should contact you to tell you:\n\n*   what the changes are, before they take effect\n\n*   the reasons for the changes\n\n*   the impact the changes are likely to have\n\n*   the options available to you if you want to avoid the changes (without you being adversely affected).\n\nIf you are not getting the information you need, contact your university or college course team or support services to ask for advice. You can make a complaint to your university or college, or an academic appeal, about the arrangements put in place during the pandemic.\n\nIf you are still not satisfied, you may be able to make a complaint to the Office of the Independent Adjudicator (OIA). Check their [coronavirus guidance for students](https://www.oiahe.org.uk/students/coronavirus-faq-for-students/).	ofs (2).tsv		[]	false	[]	250
What is happening to assessments?	The OfS have published [guidance for universities and colleges](https://www.officeforstudents.org.uk/publications/guidance-for-providers-about-quality-and-standards-during-coronavirus-pandemic/) about how the OfS will regulate quality and standards during this period of disruption. This states that universities and colleges should make all reasonable efforts:\n\n*   to enable students to complete their studies\n\n*   for achievement to be reliably assessed\n\n*   for qualifications to be awarded securely\n\n*   to enable a fair and robust admissions process for entrants to courses in 2020-21.\n\nUniversities and colleges can decide how best to do this based on the context they are working in but it is important that they consider how all students are affected, particularly those who might not be able to access remote learning for any reason.\n\nIf your university or college makes any changes to your contractual terms and conditions because they are changing the way that they deliver your course or award your qualification, they should contact you to tell you:\n\n*   what the changes are, before they take effect\n\n*   the reasons for the changes\n\n*   the impact the changes are likely to have\n\n*   the options available to you if you want to avoid the changes (without you being adversely affected).\n\nIf you are not getting the information you need, contact your university or college course team or support services to ask for advice. You can make a complaint to your university or college, or an academic appeal, about the arrangements put in place during the pandemic.\n\nIf you are still not satisfied, you may be able to make a complaint to the Office of the Independent Adjudicator (OIA). Check their [coronavirus guidance for students](https://www.oiahe.org.uk/students/coronavirus-faq-for-students/).	ofs (2).tsv		[]	false	[]	250
Can I continue with my university or college course?	The OfS have published [guidance for universities and colleges](https://www.officeforstudents.org.uk/publications/guidance-for-providers-about-quality-and-standards-during-coronavirus-pandemic/) about how the OfS will regulate quality and standards during this period of disruption. This states that universities and colleges should make all reasonable efforts:\n\n*   to enable students to complete their studies\n\n*   for achievement to be reliably assessed\n\n*   for qualifications to be awarded securely\n\n*   to enable a fair and robust admissions process for entrants to courses in 2020-21.\n\nUniversities and colleges can decide how best to do this based on the context they are working in but it is important that they consider how all students are affected, particularly those who might not be able to access remote learning for any reason.\n\nIf your university or college makes any changes to your contractual terms and conditions because they are changing the way that they deliver your course or award your qualification, they should contact you to tell you:\n\n*   what the changes are, before they take effect\n\n*   the reasons for the changes\n\n*   the impact the changes are likely to have\n\n*   the options available to you if you want to avoid the changes (without you being adversely affected).\n\nIf you are not getting the information you need, contact your university or college course team or support services to ask for advice. You can make a complaint to your university or college, or an academic appeal, about the arrangements put in place during the pandemic.\n\nIf you are still not satisfied, you may be able to make a complaint to the Office of the Independent Adjudicator (OIA). Check their [coronavirus guidance for students](https://www.oiahe.org.uk/students/coronavirus-faq-for-students/).	ofs (2).tsv		[]	false	[]	250
I am a degree apprentice. How will my studies and assessment be affected?	The [Institute for Apprenticeships and Technical Education](https://www.instituteforapprenticeships.org/covid-19-information-regarding-apprenticeships/response-to-covid-19/) has stated that:\n\nEvery effort should continue to be made to ensure that apprentices can continue with their apprenticeship, and be assessed in accordance with current EPA (End-Point Assessment) plan and EQA (External Quality Assurance) requirements if possible.  Where this is not possible, providers should first consider whether it is appropriate to extend the apprenticeship in order to reschedule the EPA.\n\nYou should contact your training provider for more information on how this may affect your apprenticeship.\n\nThe government has provided [guidance](https://www.gov.uk/government/publications/coronavirus-covid-19-apprenticeship-programme-response) for students, employers and training providers in response to Covid-19. It outlines new, temporary measures being introduced to support apprentices to be able to complete their apprenticeship, pause or continue their apprenticeship and to support training providers during this time.	ofs (2).tsv		[]	false	[]	251
What is happening to degree apprentices?	The [Institute for Apprenticeships and Technical Education](https://www.instituteforapprenticeships.org/covid-19-information-regarding-apprenticeships/response-to-covid-19/) has stated that:\n\nEvery effort should continue to be made to ensure that apprentices can continue with their apprenticeship, and be assessed in accordance with current EPA (End-Point Assessment) plan and EQA (External Quality Assurance) requirements if possible.  Where this is not possible, providers should first consider whether it is appropriate to extend the apprenticeship in order to reschedule the EPA.\n\nYou should contact your training provider for more information on how this may affect your apprenticeship.\n\nThe government has provided [guidance](https://www.gov.uk/government/publications/coronavirus-covid-19-apprenticeship-programme-response) for students, employers and training providers in response to Covid-19. It outlines new, temporary measures being introduced to support apprentices to be able to complete their apprenticeship, pause or continue their apprenticeship and to support training providers during this time.	ofs (2).tsv		[]	false	[]	251
A university or college recently switched my offer from conditional to unconditional. Is this now in jeopardy?	The university or college that you applied to should be able to confirm details of any existing offer that you have from them, and there will be greater certainty for all applicants once universities and colleges have had time to understand how the process for qualifications will work this year.\n\nIt is really important to remember that you do not need to accept your offer right now. You will be able to make a more informed choice about all available opportunities once the pause on offer-making has ended and will have plenty of time to make your decision once you know all of the options available to you.\n\nCheck the [latest UCAS deadlines](https://www.ucas.com/undergraduate/after-you-apply/coronavirus-covid-19/what-does-mean-your-application) on their website, or if you are applying directly to a university or college contact their admissions department.	ofs (2).tsv		[]	false	[]	252
What is happening about offers of places at universities and colleges?	The university or college that you applied to should be able to confirm details of any existing offer that you have from them, and there will be greater certainty for all applicants once universities and colleges have had time to understand how the process for qualifications will work this year.\n\nIt is really important to remember that you do not need to accept your offer right now. You will be able to make a more informed choice about all available opportunities once the pause on offer-making has ended and will have plenty of time to make your decision once you know all of the options available to you.\n\nCheck the [latest UCAS deadlines](https://www.ucas.com/undergraduate/after-you-apply/coronavirus-covid-19/what-does-mean-your-application) on their website, or if you are applying directly to a university or college contact their admissions department.	ofs (2).tsv		[]	false	[]	252
Is the OfS against unconditional offers? I would like to have an unconditional offer and some certainty about what is happening.	Part of the OfS's job is to make sure that access to higher education is fair for everyone. In these unprecedented circumstances, the OfS believes that it is in the interests of all applicants to pause any unconditional offer-making and any changes to offers until there is wider understanding about how the process for qualifications will work this year. Otherwise there is a risk that applicants will be encouraged to make a decision that is not in their best interests.\n\nThe Ofs appreciates that applicants may want some certainty but it is important that the admissions process is fair for everyone.\n\nIt is really important to remember that you do not need to accept your offer right now. You will be able to make a more informed choice about all available opportunities once the pause on offer-making has ended and will have plenty of time to make your decision once you know all of the options available to you.\n\nCheck the [latest UCAS deadlines](https://www.ucas.com/undergraduate/after-you-apply/coronavirus-covid-19/what-does-mean-your-application) on their website, or if you are applying directly to a university or college contact their admissions department.	ofs (2).tsv		[]	false	[]	253
What is happening about unconditional offers?	Part of the OfS's job is to make sure that access to higher education is fair for everyone. In these unprecedented circumstances, the OfS believes that it is in the interests of all applicants to pause any unconditional offer-making and any changes to offers until there is wider understanding about how the process for qualifications will work this year. Otherwise there is a risk that applicants will be encouraged to make a decision that is not in their best interests.\n\nThe Ofs appreciates that applicants may want some certainty but it is important that the admissions process is fair for everyone.\n\nIt is really important to remember that you do not need to accept your offer right now. You will be able to make a more informed choice about all available opportunities once the pause on offer-making has ended and will have plenty of time to make your decision once you know all of the options available to you.\n\nCheck the [latest UCAS deadlines](https://www.ucas.com/undergraduate/after-you-apply/coronavirus-covid-19/what-does-mean-your-application) on their website, or if you are applying directly to a university or college contact their admissions department.	ofs (2).tsv		[]	false	[]	253
I attended an audition, sat an entrance exam, or submitted a portfolio, why haven't I got an offer?	Offers following these processes are normally unconditional and so cannot be made at this time. You should wait until after the pause on unconditional offer-making has ended to make decisions so that you can do so in the knowledge of all your offers.	ofs (2).tsv		[]	false	[]	254
When am I allowed to leave the house?	The government says that you should only leave the house for very limited purposes:\n\n*   shopping for basic necessities, for example food and medicine, which must be as infrequent as possible\n\n*   one form of exercise a day, for example a run, walk, or cycle - alone or with members of your household\n\n*   any medical need, including to donate blood, avoid or escape risk of injury or harm, or to provide care or to help a vulnerable person\n\n*   travelling for work purposes, but only where you cannot work from home\n\n[Find out more about staying at home and away from others](https://www.gov.uk/government/publications/full-guidance-on-staying-at-home-and-away-from-others/full-guidance-on-staying-at-home-and-away-from-others)	uk-gov (2).tsv		[]	false	[]	255
Can I leave my house?	The government says that you should only leave the house for very limited purposes:\n\n*   shopping for basic necessities, for example food and medicine, which must be as infrequent as possible\n\n*   one form of exercise a day, for example a run, walk, or cycle - alone or with members of your household\n\n*   any medical need, including to donate blood, avoid or escape risk of injury or harm, or to provide care or to help a vulnerable person\n\n*   travelling for work purposes, but only where you cannot work from home\n\n[Find out more about staying at home and away from others](https://www.gov.uk/government/publications/full-guidance-on-staying-at-home-and-away-from-others/full-guidance-on-staying-at-home-and-away-from-others)	uk-gov (2).tsv		[]	false	[]	255
Can I go to the dentist, my GP or another medical appointment?	You can leave home for medical appointments.\n\nGP practices may postpone non-urgent health checks or routine appointments.\n\nYou should go to the doctor if there is an essential medical need.	uk-gov (2).tsv		[]	false	[]	256
Can I walk my dog?	Yes – provided it is alone or with members of your household.\n\nPeople must stay at home as much as possible to reduce the spread of the virus. But you can also still go outside **once a day** for a walk, run, cycle. When doing this you must minimise the time you are out of your home and stay at least two metres away from anyone else that isn’t from your household.\n\n[Further advice for people with animals](https://www.gov.uk/guidance/coronavirus-covid-19-advice-for-people-with-animals)	uk-gov (2).tsv		[]	false	[]	257
Can I look after my horse?	Yes – provided it is alone or with members of your household.\n\nPeople must stay at home as much as possible to reduce the spread of the virus. But you can also still go outside **once a day** for a walk, run, cycle. When doing this you must minimise the time you are out of your home and stay at least two metres away from anyone else that isn’t from your household.\n\n[Further advice for people with animals](https://www.gov.uk/guidance/coronavirus-covid-19-advice-for-people-with-animals)	uk-gov (2).tsv		[]	false	[]	257
Should I stay at home or go to work?	The government says that you may travel for work purposes, but only where you cannot work from home.\n\nCertain jobs require people to travel to their place of work – for instance if they operate machinery, work in construction or manufacturing, or are delivering front line services such as train and bus drivers.\n\nEmployers and employees should discuss their working arrangements, and employers should take every possible step to facilitate their employees working from home, including providing suitable IT and equipment to enable remote working.	uk-gov (2).tsv		[]	false	[]	258
Can I go to work?	The government says that you may travel for work purposes, but only where you cannot work from home.\n\nCertain jobs require people to travel to their place of work – for instance if they operate machinery, work in construction or manufacturing, or are delivering front line services such as train and bus drivers.\n\nEmployers and employees should discuss their working arrangements, and employers should take every possible step to facilitate their employees working from home, including providing suitable IT and equipment to enable remote working.	uk-gov (2).tsv		[]	false	[]	258
I’m not a critical worker and I can’t work from home. What should I do?	If you cannot work from home then the government says that you can still travel to work. This is consistent with the Chief Medical Officer’s advice.\n\n[Critical workers](https://www.gov.uk/government/publications/coronavirus-covid-19-maintaining-educational-provision/guidance-for-schools-colleges-and-local-authorities-on-maintaining-educational-provision) are those who can still take their children to school or childcare. This critical worker definition does not affect whether or not you can travel to work – if you are not a critical worker, you may still travel to work provided you cannot work from home.\n\nAnyone who has symptoms or is in a household where someone has symptoms should not go to work and should self-isolate.	uk-gov (2).tsv		[]	false	[]	259
How can I find out if my work is essential or not?	The government is not saying only people doing “essential” work can go to work. Anyone who cannot work from home can still go to work.\n\nSeparately, there is a [list of critical workers](https://www.gov.uk/government/publications/coronavirus-covid-19-maintaining-educational-provision/guidance-for-schools-colleges-and-local-authorities-on-maintaining-educational-provision) who can still take their children to school or childcare. Provision has been prioritised for these workers.\n\nEvery worker – whether critical or not – should work from home if they can but may otherwise travel to work.\n\nWe have also asked certain businesses where people gather, such as pubs and most shops, to close. [Separate guidance](https://www.gov.uk/government/publications/further-businesses-and-premises-to-close/further-businesses-and-premises-to-close-guidance) has been published on this.	uk-gov (2).tsv		[]	false	[]	260
Can I only go to work if my work is classed as essential?	The government is not saying only people doing “essential” work can go to work. Anyone who cannot work from home can still go to work.\n\nSeparately, there is a [list of critical workers](https://www.gov.uk/government/publications/coronavirus-covid-19-maintaining-educational-provision/guidance-for-schools-colleges-and-local-authorities-on-maintaining-educational-provision) who can still take their children to school or childcare. Provision has been prioritised for these workers.\n\nEvery worker – whether critical or not – should work from home if they can but may otherwise travel to work.\n\nWe have also asked certain businesses where people gather, such as pubs and most shops, to close. [Separate guidance](https://www.gov.uk/government/publications/further-businesses-and-premises-to-close/further-businesses-and-premises-to-close-guidance) has been published on this.	uk-gov (2).tsv		[]	false	[]	260
Can I see my friends?	The government says that we must all stay away from each other to stop spreading the virus, and that means you should not be meeting friends unless you live in the same household.\n\nInstead, you could keep in touch with your friends using phone or video calls.	uk-gov (2).tsv		[]	false	[]	261
Can I meet with my friends?	The government says that we must all stay away from each other to stop spreading the virus, and that means you should not be meeting friends unless you live in the same household.\n\nInstead, you could keep in touch with your friends using phone or video calls.	uk-gov (2).tsv		[]	false	[]	261
Can I invite friends round to my house?	The government says that we must all stay away from each other to stop spreading the virus, and that means you should not be meeting friends unless you live in the same household.\n\nInstead, you could keep in touch with your friends using phone or video calls.	uk-gov (2).tsv		[]	false	[]	261
Can I visit elderly relatives?	No, the government says that you should not be visiting family members who do not live in your home.\n\nYou should keep in touch with them using phone or video calls.\n\nWhere your relatives are elderly or vulnerable, you may leave your house to help them, for example by dropping shopping or medication at their door. You can also help them to order online.	uk-gov (2).tsv		[]	false	[]	262
Can I go out to help a vulnerable person?	The government says that you can only provide support to vulnerable people if you fulfil **all** of the conditions below:\n\n*   you are well and have no symptoms like a cough or high temperature and nobody in your household does\n\n*   you are under 70\n\n*   you are not pregnant\n\n*   you do not have any long-term health conditions that make you vulnerable to coronavirus\n\nIf the answer is yes to everything above, you may leave your house to provide care or to help a vulnerable person, [following the advice set out here](https://www.gov.uk/government/publications/coronavirus-how-to-help-safely--2/coronavirus-how-to-help-safely).\n\nWhen outside the home, you should stay at least two metres away from others wherever possible.\n\nWe have seen an incredible effort across the country already, and we’re hugely grateful to those who support the vulnerable in their communities by volunteering day-to-day.	uk-gov (2).tsv		[]	false	[]	263
My boss is forcing me to go to work but I’m scared of coronavirus. What should I do?	Employers must make all efforts to help people to work from home where possible, as this will help limit the spread of the virus by reducing the amount of contact between people.\n\nIn some circumstances this may be impossible – this would apply to those working for a business or organisation that we have not asked to close and requires them to travel and be at work, such as train or bus drivers, construction workers, restaurant workers handling deliveries or those on the frontline like NHS workers.\n\nFor these workers who need to be at work, do not have symptoms or live with anyone who has symptoms, and are not vulnerable people, we have outlined [clear guidance for employers to help protect workers](https://www.gov.uk/government/publications/guidance-to-employers-and-businesses-about-covid-19/guidance-for-employers-and-businesses-on-coronavirus-covid-19).	uk-gov (2).tsv		[]	false	[]	264
Can my boss force me to go into work?	Employers must make all efforts to help people to work from home where possible, as this will help limit the spread of the virus by reducing the amount of contact between people.\n\nIn some circumstances this may be impossible – this would apply to those working for a business or organisation that we have not asked to close and requires them to travel and be at work, such as train or bus drivers, construction workers, restaurant workers handling deliveries or those on the frontline like NHS workers.\n\nFor these workers who need to be at work, do not have symptoms or live with anyone who has symptoms, and are not vulnerable people, we have outlined [clear guidance for employers to help protect workers](https://www.gov.uk/government/publications/guidance-to-employers-and-businesses-about-covid-19/guidance-for-employers-and-businesses-on-coronavirus-covid-19).	uk-gov (2).tsv		[]	false	[]	264
I can’t go to work because I need to look after my child, but my boss is threatening to sack me if I don’t. What should I do?	The government is urging employers to take socially responsible decisions and listen to the concerns of their workforce – particularly when they have childcare responsibilities.\n\nEmployers and employees should come to an agreement about these arrangements.\n\nIf individuals need advice they should approach ACAS where they can get impartial advice about in-work disputes.	uk-gov (2).tsv		[]	false	[]	265
Can I stay off work to look after my children?	The government is urging employers to take socially responsible decisions and listen to the concerns of their workforce – particularly when they have childcare responsibilities.\n\nEmployers and employees should come to an agreement about these arrangements.\n\nIf individuals need advice they should approach ACAS where they can get impartial advice about in-work disputes.	uk-gov (2).tsv		[]	false	[]	265
Can I move house?	The government says that homebuyers and renters should, where possible, delay moving to a new house while measures are in place to fight coronavirus.\n\nIf moving is unavoidable for contractual reasons and the parties are unable to reach an agreement to delay, people must follow advice on staying away from others to minimise the spread of the virus.\n\n[Read the detailed guidance on moving house during the coronavirus outbreak](https://www.gov.uk/guidance/government-advice-on-home-moving-during-the-coronavirus-covid-19-outbreak)	uk-gov (2).tsv		[]	false	[]	266
Is it OK to move house?	The government says that homebuyers and renters should, where possible, delay moving to a new house while measures are in place to fight coronavirus.\n\nIf moving is unavoidable for contractual reasons and the parties are unable to reach an agreement to delay, people must follow advice on staying away from others to minimise the spread of the virus.\n\n[Read the detailed guidance on moving house during the coronavirus outbreak](https://www.gov.uk/guidance/government-advice-on-home-moving-during-the-coronavirus-covid-19-outbreak)	uk-gov (2).tsv		[]	false	[]	266
Can I go to the park?	The government says that you can still go to the park for outdoor exercise once a day but only alone or with members of your household, not in groups.\n\nCommunal places within parks such as sports courts, playgrounds and outdoor gyms have been closed to protect everyone’s health.\n\nWe ask that households use parks responsibly and keep 2 metres apart from others at all times.\n\nUnless you are with members of your household, gatherings of more than two people in parks and other public spaces have been banned. The police have the powers to disperse gatherings and issue fines if necessary.	uk-gov (2).tsv		[]	false	[]	267
Is it OK to go to the park for exercise?	The government says that you can still go to the park for outdoor exercise once a day but only alone or with members of your household, not in groups.\n\nCommunal places within parks such as sports courts, playgrounds and outdoor gyms have been closed to protect everyone’s health.\n\nWe ask that households use parks responsibly and keep 2 metres apart from others at all times.\n\nUnless you are with members of your household, gatherings of more than two people in parks and other public spaces have been banned. The police have the powers to disperse gatherings and issue fines if necessary.	uk-gov (2).tsv		[]	false	[]	267
Can I drive to a national park or other green space to walk?	The government advises you to stay local and use open spaces near to your home where possible – do not travel unnecessarily.\n\nYou can still go to the park for outdoor exercise once a day but only by yourself or within your household, not in groups.\n\nWe ask you to keep 2 metres apart from others outside your household at all times when outdoors.\n\n[Read more information on accessing green spaces during the coronavirus outbreak](https://www.gov.uk/government/news/coronavirus-guidance-on-access-to-green-spaces)	uk-gov (2).tsv		[]	false	[]	268
Can I drive my car in order to take exercise?	The government advises you to stay local and use open spaces near to your home where possible – do not travel unnecessarily.\n\nYou can still go to the park for outdoor exercise once a day but only by yourself or within your household, not in groups.\n\nWe ask you to keep 2 metres apart from others outside your household at all times when outdoors.\n\n[Read more information on accessing green spaces during the coronavirus outbreak](https://www.gov.uk/government/news/coronavirus-guidance-on-access-to-green-spaces)	uk-gov (2).tsv		[]	false	[]	268
Can I exercise more than once a day if I need to due to a significant health condition?	The government says that you can leave your home for medical need. If you (or a person in your care) have a specific health condition that requires you to leave the home to maintain your health - including if that involves travel beyond your local area - then you can do so. This could, for example, include where individuals with learning disabilities or autism require specific exercise in an open space two or three times each day - ideally in line with a care plan agreed with a medical professional.\n\nEven in such cases, in order to reduce the spread of infection and protect those exercising, travel outside of the home should be limited, as close to your local area as possible, and you should remain at least 2 metres apart from anyone who is not a member of your household or a carer at all times.	uk-gov (2).tsv		[]	false	[]	269
I need to exercise more than once a day for health reasons. Is that OK?	The government says that you can leave your home for medical need. If you (or a person in your care) have a specific health condition that requires you to leave the home to maintain your health - including if that involves travel beyond your local area - then you can do so. This could, for example, include where individuals with learning disabilities or autism require specific exercise in an open space two or three times each day - ideally in line with a care plan agreed with a medical professional.\n\nEven in such cases, in order to reduce the spread of infection and protect those exercising, travel outside of the home should be limited, as close to your local area as possible, and you should remain at least 2 metres apart from anyone who is not a member of your household or a carer at all times.	uk-gov (2).tsv		[]	false	[]	269
What will happen to me if I break the rules?	The government says that it appreciates all the effort people are putting into containing the spread of coronavirus which will help protect our NHS and save lives.\n\nHowever, if you leave your home or gather in public for any reason other than those specified, the police may:\n\n*   instruct you to go home, leave an area or disperse\n\n*   instruct you to take steps to stop your children breaking these rules if they have already done so\n\n*   take you home – or arrest you – if you do not follow their instructions or where they deem it necessary\n\n*   issue a fine (fixed penalty notice) of £60, which will be lowered to £30 if paid within 14 days.\n\n*   issue a fine (fixed penalty notice) of £120 for second time offenders, doubling on each further repeat offence\n\nIndividuals who do not pay their fine could be taken to court, with magistrates able to impose unlimited fines.	uk-gov (2).tsv		[]	false	[]	270
